class_id,class_name,precision_percent,recall_percent,f1_percent,accuracy_percent,support,predicted_count
0,Alfalfa,87.5,100.0,93.33333587646484,100.0,21,24
1,Corn-notill,78.57142639160156,77.07707977294922,77.81707763671875,77.07707977294922,999,980
2,Corn-mintill,86.10603332519531,81.06712341308594,83.51063537597656,81.06712341308594,581,547
3,Corn,90.71038055419922,100.0,95.12894439697266,100.0,166,183
4,Grass-pasture,94.13489532470703,94.97041320800781,94.5508041381836,94.97041320800781,338,341
5,Grass-trees,96.52510070800781,97.84735870361328,97.18173217773438,97.84735870361328,511,518
6,Grass-pasture-mowed,27.77777862548828,100.0,43.47826385498047,100.0,5,18
7,Hay-windrowed,100.0,97.60478973388672,98.78787994384766,97.60478973388672,334,326
8,Oats,100.0,100.0,100.0,100.0,1,1
9,Soybean-notill,72.40948486328125,85.16886901855469,78.2726058959961,85.16886901855469,681,801
10,Soybean-mintill,91.11111450195312,83.52735900878906,87.15457153320312,83.52735900878906,1718,1575
11,Soybean-clean,79.16667175292969,86.98795318603516,82.89322662353516,86.98795318603516,415,456
